value,medical_category,risk_level,z_score
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
995.0,Extremely Low Birth Weight (ELBW),Critical,4.01
995.0,Extremely Low Birth Weight (ELBW),Critical,4.01
990.0,Extremely Low Birth Weight (ELBW),Critical,4.02
990.0,Extremely Low Birth Weight (ELBW),Critical,4.02
990.0,Extremely Low Birth Weight (ELBW),Critical,4.02
990.0,Extremely Low Birth Weight (ELBW),Critical,4.02
990.0,Extremely Low Birth Weight (ELBW),Critical,4.02
990.0,Extremely Low Birth Weight (ELBW),Critical,4.02
985.0,Extremely Low Birth Weight (ELBW),Critical,4.03
984.0,Extremely Low Birth Weight (ELBW),Critical,4.03
980.0,Extremely Low Birth Weight (ELBW),Critical,4.04
980.0,Extremely Low Birth Weight (ELBW),Critical,4.04
980.0,Extremely Low Birth Weight (ELBW),Critical,4.04
980.0,Extremely Low Birth Weight (ELBW),Critical,4.04
980.0,Extremely Low Birth Weight (ELBW),Critical,4.04
980.0,Extremely Low Birth Weight (ELBW),Critical,4.04
980.0,Extremely Low Birth Weight (ELBW),Critical,4.04
980.0,Extremely Low Birth Weight (ELBW),Critical,4.04
975.0,Extremely Low Birth Weight (ELBW),Critical,4.05
975.0,Extremely Low Birth Weight (ELBW),Critical,4.05
975.0,Extremely Low Birth Weight (ELBW),Critical,4.05
975.0,Extremely Low Birth Weight (ELBW),Critical,4.05
972.0,Extremely Low Birth Weight (ELBW),Critical,4.05
970.0,Extremely Low Birth Weight (ELBW),Critical,4.06
970.0,Extremely Low Birth Weight (ELBW),Critical,4.06
970.0,Extremely Low Birth Weight (ELBW),Critical,4.06
970.0,Extremely Low Birth Weight (ELBW),Critical,4.06
970.0,Extremely Low Birth Weight (ELBW),Critical,4.06
970.0,Extremely Low Birth Weight (ELBW),Critical,4.06
970.0,Extremely Low Birth Weight (ELBW),Critical,4.06
970.0,Extremely Low Birth Weight (ELBW),Critical,4.06
965.0,Extremely Low Birth Weight (ELBW),Critical,4.07
960.0,Extremely Low Birth Weight (ELBW),Critical,4.08
960.0,Extremely Low Birth Weight (ELBW),Critical,4.08
960.0,Extremely Low Birth Weight (ELBW),Critical,4.08
960.0,Extremely Low Birth Weight (ELBW),Critical,4.08
960.0,Extremely Low Birth Weight (ELBW),Critical,4.08
960.0,Extremely Low Birth Weight (ELBW),Critical,4.08
955.0,Extremely Low Birth Weight (ELBW),Critical,4.09
955.0,Extremely Low Birth Weight (ELBW),Critical,4.09
955.0,Extremely Low Birth Weight (ELBW),Critical,4.09
955.0,Extremely Low Birth Weight (ELBW),Critical,4.09
955.0,Extremely Low Birth Weight (ELBW),Critical,4.09
955.0,Extremely Low Birth Weight (ELBW),Critical,4.09
954.0,Extremely Low Birth Weight (ELBW),Critical,4.09
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
950.0,Extremely Low Birth Weight (ELBW),Critical,4.1
945.0,Extremely Low Birth Weight (ELBW),Critical,4.11
945.0,Extremely Low Birth Weight (ELBW),Critical,4.11
943.0,Extremely Low Birth Weight (ELBW),Critical,4.11
940.0,Extremely Low Birth Weight (ELBW),Critical,4.12
940.0,Extremely Low Birth Weight (ELBW),Critical,4.12
940.0,Extremely Low Birth Weight (ELBW),Critical,4.12
940.0,Extremely Low Birth Weight (ELBW),Critical,4.12
940.0,Extremely Low Birth Weight (ELBW),Critical,4.12
940.0,Extremely Low Birth Weight (ELBW),Critical,4.12
940.0,Extremely Low Birth Weight (ELBW),Critical,4.12
940.0,Extremely Low Birth Weight (ELBW),Critical,4.12
935.0,Extremely Low Birth Weight (ELBW),Critical,4.13
935.0,Extremely Low Birth Weight (ELBW),Critical,4.13
935.0,Extremely Low Birth Weight (ELBW),Critical,4.13
935.0,Extremely Low Birth Weight (ELBW),Critical,4.13
935.0,Extremely Low Birth Weight (ELBW),Critical,4.13
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
930.0,Extremely Low Birth Weight (ELBW),Critical,4.14
925.0,Extremely Low Birth Weight (ELBW),Critical,4.15
925.0,Extremely Low Birth Weight (ELBW),Critical,4.15
925.0,Extremely Low Birth Weight (ELBW),Critical,4.15
922.0,Extremely Low Birth Weight (ELBW),Critical,4.16
915.0,Extremely Low Birth Weight (ELBW),Critical,4.17
915.0,Extremely Low Birth Weight (ELBW),Critical,4.17
911.0,Extremely Low Birth Weight (ELBW),Critical,4.18
910.0,Extremely Low Birth Weight (ELBW),Critical,4.18
910.0,Extremely Low Birth Weight (ELBW),Critical,4.18
910.0,Extremely Low Birth Weight (ELBW),Critical,4.18
910.0,Extremely Low Birth Weight (ELBW),Critical,4.18
910.0,Extremely Low Birth Weight (ELBW),Critical,4.18
910.0,Extremely Low Birth Weight (ELBW),Critical,4.18
910.0,Extremely Low Birth Weight (ELBW),Critical,4.18
910.0,Extremely Low Birth Weight (ELBW),Critical,4.18
910.0,Extremely Low Birth Weight (ELBW),Critical,4.18
910.0,Extremely Low Birth Weight (ELBW),Critical,4.18
905.0,Extremely Low Birth Weight (ELBW),Critical,4.19
905.0,Extremely Low Birth Weight (ELBW),Critical,4.19
905.0,Extremely Low Birth Weight (ELBW),Critical,4.19
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
900.0,Extremely Low Birth Weight (ELBW),Critical,4.2
895.0,Extremely Low Birth Weight (ELBW),Critical,4.21
895.0,Extremely Low Birth Weight (ELBW),Critical,4.21
891.0,Extremely Low Birth Weight (ELBW),Critical,4.22
890.0,Extremely Low Birth Weight (ELBW),Critical,4.23
890.0,Extremely Low Birth Weight (ELBW),Critical,4.23
890.0,Extremely Low Birth Weight (ELBW),Critical,4.23
890.0,Extremely Low Birth Weight (ELBW),Critical,4.23
886.0,Extremely Low Birth Weight (ELBW),Critical,4.23
886.0,Extremely Low Birth Weight (ELBW),Critical,4.23
885.0,Extremely Low Birth Weight (ELBW),Critical,4.24
885.0,Extremely Low Birth Weight (ELBW),Critical,4.24
880.0,Extremely Low Birth Weight (ELBW),Critical,4.25
880.0,Extremely Low Birth Weight (ELBW),Critical,4.25
880.0,Extremely Low Birth Weight (ELBW),Critical,4.25
870.0,Extremely Low Birth Weight (ELBW),Critical,4.27
870.0,Extremely Low Birth Weight (ELBW),Critical,4.27
870.0,Extremely Low Birth Weight (ELBW),Critical,4.27
870.0,Extremely Low Birth Weight (ELBW),Critical,4.27
865.0,Extremely Low Birth Weight (ELBW),Critical,4.28
865.0,Extremely Low Birth Weight (ELBW),Critical,4.28
864.0,Extremely Low Birth Weight (ELBW),Critical,4.28
860.0,Extremely Low Birth Weight (ELBW),Critical,4.29
860.0,Extremely Low Birth Weight (ELBW),Critical,4.29
860.0,Extremely Low Birth Weight (ELBW),Critical,4.29
855.0,Extremely Low Birth Weight (ELBW),Critical,4.3
855.0,Extremely Low Birth Weight (ELBW),Critical,4.3
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
850.0,Extremely Low Birth Weight (ELBW),Critical,4.31
840.0,Extremely Low Birth Weight (ELBW),Critical,4.33
840.0,Extremely Low Birth Weight (ELBW),Critical,4.33
840.0,Extremely Low Birth Weight (ELBW),Critical,4.33
840.0,Extremely Low Birth Weight (ELBW),Critical,4.33
840.0,Extremely Low Birth Weight (ELBW),Critical,4.33
840.0,Extremely Low Birth Weight (ELBW),Critical,4.33
840.0,Extremely Low Birth Weight (ELBW),Critical,4.33
840.0,Extremely Low Birth Weight (ELBW),Critical,4.33
835.0,Extremely Low Birth Weight (ELBW),Critical,4.34
835.0,Extremely Low Birth Weight (ELBW),Critical,4.34
830.0,Extremely Low Birth Weight (ELBW),Critical,4.35
830.0,Extremely Low Birth Weight (ELBW),Critical,4.35
830.0,Extremely Low Birth Weight (ELBW),Critical,4.35
830.0,Extremely Low Birth Weight (ELBW),Critical,4.35
825.0,Extremely Low Birth Weight (ELBW),Critical,4.36
825.0,Extremely Low Birth Weight (ELBW),Critical,4.36
825.0,Extremely Low Birth Weight (ELBW),Critical,4.36
825.0,Extremely Low Birth Weight (ELBW),Critical,4.36
820.0,Extremely Low Birth Weight (ELBW),Critical,4.37
820.0,Extremely Low Birth Weight (ELBW),Critical,4.37
820.0,Extremely Low Birth Weight (ELBW),Critical,4.37
820.0,Extremely Low Birth Weight (ELBW),Critical,4.37
820.0,Extremely Low Birth Weight (ELBW),Critical,4.37
815.0,Extremely Low Birth Weight (ELBW),Critical,4.38
815.0,Extremely Low Birth Weight (ELBW),Critical,4.38
810.0,Extremely Low Birth Weight (ELBW),Critical,4.39
810.0,Extremely Low Birth Weight (ELBW),Critical,4.39
810.0,Extremely Low Birth Weight (ELBW),Critical,4.39
810.0,Extremely Low Birth Weight (ELBW),Critical,4.39
810.0,Extremely Low Birth Weight (ELBW),Critical,4.39
810.0,Extremely Low Birth Weight (ELBW),Critical,4.39
805.0,Extremely Low Birth Weight (ELBW),Critical,4.4
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
800.0,Extremely Low Birth Weight (ELBW),Critical,4.41
798.0,Extremely Low Birth Weight (ELBW),Critical,4.42
795.0,Extremely Low Birth Weight (ELBW),Critical,4.42
790.0,Extremely Low Birth Weight (ELBW),Critical,4.43
790.0,Extremely Low Birth Weight (ELBW),Critical,4.43
790.0,Extremely Low Birth Weight (ELBW),Critical,4.43
790.0,Extremely Low Birth Weight (ELBW),Critical,4.43
790.0,Extremely Low Birth Weight (ELBW),Critical,4.43
790.0,Extremely Low Birth Weight (ELBW),Critical,4.43
785.0,Extremely Low Birth Weight (ELBW),Critical,4.44
781.0,Extremely Low Birth Weight (ELBW),Critical,4.45
780.0,Extremely Low Birth Weight (ELBW),Critical,4.45
780.0,Extremely Low Birth Weight (ELBW),Critical,4.45
780.0,Extremely Low Birth Weight (ELBW),Critical,4.45
780.0,Extremely Low Birth Weight (ELBW),Critical,4.45
780.0,Extremely Low Birth Weight (ELBW),Critical,4.45
780.0,Extremely Low Birth Weight (ELBW),Critical,4.45
780.0,Extremely Low Birth Weight (ELBW),Critical,4.45
775.0,Extremely Low Birth Weight (ELBW),Critical,4.46
775.0,Extremely Low Birth Weight (ELBW),Critical,4.46
775.0,Extremely Low Birth Weight (ELBW),Critical,4.46
770.0,Extremely Low Birth Weight (ELBW),Critical,4.48
770.0,Extremely Low Birth Weight (ELBW),Critical,4.48
770.0,Extremely Low Birth Weight (ELBW),Critical,4.48
770.0,Extremely Low Birth Weight (ELBW),Critical,4.48
770.0,Extremely Low Birth Weight (ELBW),Critical,4.48
770.0,Extremely Low Birth Weight (ELBW),Critical,4.48
770.0,Extremely Low Birth Weight (ELBW),Critical,4.48
770.0,Extremely Low Birth Weight (ELBW),Critical,4.48
765.0,Extremely Low Birth Weight (ELBW),Critical,4.49
765.0,Extremely Low Birth Weight (ELBW),Critical,4.49
765.0,Extremely Low Birth Weight (ELBW),Critical,4.49
760.0,Extremely Low Birth Weight (ELBW),Critical,4.5
760.0,Extremely Low Birth Weight (ELBW),Critical,4.5
760.0,Extremely Low Birth Weight (ELBW),Critical,4.5
750.0,Extremely Low Birth Weight (ELBW),Critical,4.52
750.0,Extremely Low Birth Weight (ELBW),Critical,4.52
750.0,Extremely Low Birth Weight (ELBW),Critical,4.52
750.0,Extremely Low Birth Weight (ELBW),Critical,4.52
750.0,Extremely Low Birth Weight (ELBW),Critical,4.52
750.0,Extremely Low Birth Weight (ELBW),Critical,4.52
745.0,Extremely Low Birth Weight (ELBW),Critical,4.53
745.0,Extremely Low Birth Weight (ELBW),Critical,4.53
742.0,Extremely Low Birth Weight (ELBW),Critical,4.53
740.0,Extremely Low Birth Weight (ELBW),Critical,4.54
740.0,Extremely Low Birth Weight (ELBW),Critical,4.54
740.0,Extremely Low Birth Weight (ELBW),Critical,4.54
740.0,Extremely Low Birth Weight (ELBW),Critical,4.54
737.0,Extremely Low Birth Weight (ELBW),Critical,4.54
735.0,Extremely Low Birth Weight (ELBW),Critical,4.55
735.0,Extremely Low Birth Weight (ELBW),Critical,4.55
730.0,Extremely Low Birth Weight (ELBW),Critical,4.56
720.0,Extremely Low Birth Weight (ELBW),Critical,4.58
720.0,Extremely Low Birth Weight (ELBW),Critical,4.58
720.0,Extremely Low Birth Weight (ELBW),Critical,4.58
720.0,Extremely Low Birth Weight (ELBW),Critical,4.58
720.0,Extremely Low Birth Weight (ELBW),Critical,4.58
720.0,Extremely Low Birth Weight (ELBW),Critical,4.58
710.0,Extremely Low Birth Weight (ELBW),Critical,4.6
710.0,Extremely Low Birth Weight (ELBW),Critical,4.6
702.0,Extremely Low Birth Weight (ELBW),Critical,4.62
700.0,Extremely Low Birth Weight (ELBW),Critical,4.62
700.0,Extremely Low Birth Weight (ELBW),Critical,4.62
700.0,Extremely Low Birth Weight (ELBW),Critical,4.62
700.0,Extremely Low Birth Weight (ELBW),Critical,4.62
700.0,Extremely Low Birth Weight (ELBW),Critical,4.62
700.0,Extremely Low Birth Weight (ELBW),Critical,4.62
700.0,Extremely Low Birth Weight (ELBW),Critical,4.62
700.0,Extremely Low Birth Weight (ELBW),Critical,4.62
700.0,Extremely Low Birth Weight (ELBW),Critical,4.62
695.0,Extremely Low Birth Weight (ELBW),Critical,4.63
695.0,Extremely Low Birth Weight (ELBW),Critical,4.63
690.0,Extremely Low Birth Weight (ELBW),Critical,4.64
685.0,Extremely Low Birth Weight (ELBW),Critical,4.65
680.0,Extremely Low Birth Weight (ELBW),Critical,4.66
680.0,Extremely Low Birth Weight (ELBW),Critical,4.66
680.0,Extremely Low Birth Weight (ELBW),Critical,4.66
680.0,Extremely Low Birth Weight (ELBW),Critical,4.66
670.0,Extremely Low Birth Weight (ELBW),Critical,4.68
670.0,Extremely Low Birth Weight (ELBW),Critical,4.68
670.0,Extremely Low Birth Weight (ELBW),Critical,4.68
660.0,Extremely Low Birth Weight (ELBW),Critical,4.7
660.0,Extremely Low Birth Weight (ELBW),Critical,4.7
650.0,Extremely Low Birth Weight (ELBW),Critical,4.73
650.0,Extremely Low Birth Weight (ELBW),Critical,4.73
650.0,Extremely Low Birth Weight (ELBW),Critical,4.73
650.0,Extremely Low Birth Weight (ELBW),Critical,4.73
650.0,Extremely Low Birth Weight (ELBW),Critical,4.73
650.0,Extremely Low Birth Weight (ELBW),Critical,4.73
650.0,Extremely Low Birth Weight (ELBW),Critical,4.73
645.0,Extremely Low Birth Weight (ELBW),Critical,4.74
640.0,Extremely Low Birth Weight (ELBW),Critical,4.75
640.0,Extremely Low Birth Weight (ELBW),Critical,4.75
640.0,Extremely Low Birth Weight (ELBW),Critical,4.75
635.0,Extremely Low Birth Weight (ELBW),Critical,4.76
635.0,Extremely Low Birth Weight (ELBW),Critical,4.76
630.0,Extremely Low Birth Weight (ELBW),Critical,4.77
625.0,Extremely Low Birth Weight (ELBW),Critical,4.78
620.0,Extremely Low Birth Weight (ELBW),Critical,4.79
620.0,Extremely Low Birth Weight (ELBW),Critical,4.79
620.0,Extremely Low Birth Weight (ELBW),Critical,4.79
