value,medical_category,risk_level,z_score
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1299.0,Very Low Birth Weight (VLBW),Very High,3.37
1297.0,Very Low Birth Weight (VLBW),Very High,3.38
1297.0,Very Low Birth Weight (VLBW),Very High,3.38
1295.0,Very Low Birth Weight (VLBW),Very High,3.38
1295.0,Very Low Birth Weight (VLBW),Very High,3.38
1295.0,Very Low Birth Weight (VLBW),Very High,3.38
1295.0,Very Low Birth Weight (VLBW),Very High,3.38
1295.0,Very Low Birth Weight (VLBW),Very High,3.38
1295.0,Very Low Birth Weight (VLBW),Very High,3.38
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1290.0,Very Low Birth Weight (VLBW),Very High,3.39
1286.0,Very Low Birth Weight (VLBW),Very High,3.4
1285.0,Very Low Birth Weight (VLBW),Very High,3.4
1285.0,Very Low Birth Weight (VLBW),Very High,3.4
1285.0,Very Low Birth Weight (VLBW),Very High,3.4
1285.0,Very Low Birth Weight (VLBW),Very High,3.4
1285.0,Very Low Birth Weight (VLBW),Very High,3.4
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1280.0,Very Low Birth Weight (VLBW),Very High,3.41
1275.0,Very Low Birth Weight (VLBW),Very High,3.42
1275.0,Very Low Birth Weight (VLBW),Very High,3.42
1275.0,Very Low Birth Weight (VLBW),Very High,3.42
1275.0,Very Low Birth Weight (VLBW),Very High,3.42
1275.0,Very Low Birth Weight (VLBW),Very High,3.42
1275.0,Very Low Birth Weight (VLBW),Very High,3.42
1275.0,Very Low Birth Weight (VLBW),Very High,3.42
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1270.0,Very Low Birth Weight (VLBW),Very High,3.43
1265.0,Very Low Birth Weight (VLBW),Very High,3.44
1265.0,Very Low Birth Weight (VLBW),Very High,3.44
1265.0,Very Low Birth Weight (VLBW),Very High,3.44
1265.0,Very Low Birth Weight (VLBW),Very High,3.44
1265.0,Very Low Birth Weight (VLBW),Very High,3.44
1265.0,Very Low Birth Weight (VLBW),Very High,3.44
1265.0,Very Low Birth Weight (VLBW),Very High,3.44
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1260.0,Very Low Birth Weight (VLBW),Very High,3.45
1259.0,Very Low Birth Weight (VLBW),Very High,3.46
1258.0,Very Low Birth Weight (VLBW),Very High,3.46
1255.0,Very Low Birth Weight (VLBW),Very High,3.46
1255.0,Very Low Birth Weight (VLBW),Very High,3.46
1255.0,Very Low Birth Weight (VLBW),Very High,3.46
1255.0,Very Low Birth Weight (VLBW),Very High,3.46
1255.0,Very Low Birth Weight (VLBW),Very High,3.46
1255.0,Very Low Birth Weight (VLBW),Very High,3.46
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1250.0,Very Low Birth Weight (VLBW),Very High,3.48
1245.0,Very Low Birth Weight (VLBW),Very High,3.49
1245.0,Very Low Birth Weight (VLBW),Very High,3.49
1245.0,Very Low Birth Weight (VLBW),Very High,3.49
1245.0,Very Low Birth Weight (VLBW),Very High,3.49
1245.0,Very Low Birth Weight (VLBW),Very High,3.49
1245.0,Very Low Birth Weight (VLBW),Very High,3.49
1245.0,Very Low Birth Weight (VLBW),Very High,3.49
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1240.0,Very Low Birth Weight (VLBW),Very High,3.5
1238.0,Very Low Birth Weight (VLBW),Very High,3.5
1235.0,Very Low Birth Weight (VLBW),Very High,3.51
1235.0,Very Low Birth Weight (VLBW),Very High,3.51
1235.0,Very Low Birth Weight (VLBW),Very High,3.51
1235.0,Very Low Birth Weight (VLBW),Very High,3.51
1235.0,Very Low Birth Weight (VLBW),Very High,3.51
1231.0,Very Low Birth Weight (VLBW),Very High,3.51
1231.0,Very Low Birth Weight (VLBW),Very High,3.51
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1230.0,Very Low Birth Weight (VLBW),Very High,3.52
1227.0,Very Low Birth Weight (VLBW),Very High,3.52
1225.0,Very Low Birth Weight (VLBW),Very High,3.53
1225.0,Very Low Birth Weight (VLBW),Very High,3.53
1225.0,Very Low Birth Weight (VLBW),Very High,3.53
1225.0,Very Low Birth Weight (VLBW),Very High,3.53
1225.0,Very Low Birth Weight (VLBW),Very High,3.53
1225.0,Very Low Birth Weight (VLBW),Very High,3.53
1225.0,Very Low Birth Weight (VLBW),Very High,3.53
1225.0,Very Low Birth Weight (VLBW),Very High,3.53
1225.0,Very Low Birth Weight (VLBW),Very High,3.53
1225.0,Very Low Birth Weight (VLBW),Very High,3.53
1225.0,Very Low Birth Weight (VLBW),Very High,3.53
1224.0,Very Low Birth Weight (VLBW),Very High,3.53
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1220.0,Very Low Birth Weight (VLBW),Very High,3.54
1217.0,Very Low Birth Weight (VLBW),Very High,3.54
1215.0,Very Low Birth Weight (VLBW),Very High,3.55
1215.0,Very Low Birth Weight (VLBW),Very High,3.55
1215.0,Very Low Birth Weight (VLBW),Very High,3.55
1215.0,Very Low Birth Weight (VLBW),Very High,3.55
1215.0,Very Low Birth Weight (VLBW),Very High,3.55
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1210.0,Very Low Birth Weight (VLBW),Very High,3.56
1205.0,Very Low Birth Weight (VLBW),Very High,3.57
1205.0,Very Low Birth Weight (VLBW),Very High,3.57
1205.0,Very Low Birth Weight (VLBW),Very High,3.57
1205.0,Very Low Birth Weight (VLBW),Very High,3.57
1205.0,Very Low Birth Weight (VLBW),Very High,3.57
1205.0,Very Low Birth Weight (VLBW),Very High,3.57
1205.0,Very Low Birth Weight (VLBW),Very High,3.57
1205.0,Very Low Birth Weight (VLBW),Very High,3.57
1203.0,Very Low Birth Weight (VLBW),Very High,3.57
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1200.0,Very Low Birth Weight (VLBW),Very High,3.58
1199.0,Very Low Birth Weight (VLBW),Very High,3.58
1195.0,Very Low Birth Weight (VLBW),Very High,3.59
1195.0,Very Low Birth Weight (VLBW),Very High,3.59
1195.0,Very Low Birth Weight (VLBW),Very High,3.59
1195.0,Very Low Birth Weight (VLBW),Very High,3.59
1195.0,Very Low Birth Weight (VLBW),Very High,3.59
1195.0,Very Low Birth Weight (VLBW),Very High,3.59
1195.0,Very Low Birth Weight (VLBW),Very High,3.59
1195.0,Very Low Birth Weight (VLBW),Very High,3.59
1195.0,Very Low Birth Weight (VLBW),Very High,3.59
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1190.0,Very Low Birth Weight (VLBW),Very High,3.6
1187.0,Very Low Birth Weight (VLBW),Very High,3.61
1185.0,Very Low Birth Weight (VLBW),Very High,3.61
1185.0,Very Low Birth Weight (VLBW),Very High,3.61
1185.0,Very Low Birth Weight (VLBW),Very High,3.61
1185.0,Very Low Birth Weight (VLBW),Very High,3.61
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1180.0,Very Low Birth Weight (VLBW),Very High,3.62
1179.0,Very Low Birth Weight (VLBW),Very High,3.62
1177.0,Very Low Birth Weight (VLBW),Very High,3.63
1175.0,Very Low Birth Weight (VLBW),Very High,3.63
1175.0,Very Low Birth Weight (VLBW),Very High,3.63
1175.0,Very Low Birth Weight (VLBW),Very High,3.63
1175.0,Very Low Birth Weight (VLBW),Very High,3.63
1175.0,Very Low Birth Weight (VLBW),Very High,3.63
1175.0,Very Low Birth Weight (VLBW),Very High,3.63
1175.0,Very Low Birth Weight (VLBW),Very High,3.63
1175.0,Very Low Birth Weight (VLBW),Very High,3.63
1175.0,Very Low Birth Weight (VLBW),Very High,3.63
1175.0,Very Low Birth Weight (VLBW),Very High,3.63
1172.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
